Unnamed: 0,index,Insights,Sentiment,OpenAI,Score
6767,6771,dasl investigator asked if the recent stampede data from esmo in the m0 subpopulation would impact the dasl study since the adt alone arm did not perform as well at the arm with abi so would the adt arm in dasl be modified,Negative,Neutral,0
9756,9764,embark patients have yet to to progressed so dont think itll reach interim results by expected timeline of sept 202,Positive,Negative,0
11688,11697,he suggested goldberg should counter this educational gap with the medical community,Positive,Neutral,0
4196,4198,i had a patient who progressed on the enza alone arm whose testosterones went up to 1500 and he progressed faster,Neutral,Negative,0
6872,6876,however all pediatric cns tumors (if biopsy is performed) are getting polymers testing with foundation medicine cdx at diagnosis,Positive,Neutral,0
288,288,comprehensively ngs profiles all his high grade glioma patients with tempus (rna dna) ngs pane (covers ntrks),Positive,Neutral,0
11925,11934,he has no experience using lu-177 but feels psma pet would be most sensible in the bcr space and also in the nmcrpc space (in looking for oligometastatic disease and using ebrt to treat those lesions),Positive,Neutral,0
4660,4663,tl stated both are easy to complete,Negative,Neutral,0
1087,1088,robust molecular testing in lung cancer at penn remains the same as last discussion all lung patients at diagnosis get both tissued and liquid testing treatment will be started based on the results of the liquid biopsy if a marker is detected,Positive,Neutral,0
8785,8791,tl tests all metastatic gi patients sporting ngs to date no patient has presented with an ntrk fusion,Positive,Neutral,0
1075,1076,robust molecule testing in lung cancer at penn remains the same as last discussion all lung patients at diagnosis get both tissue and liquid testing treatment will be started based on the results of the liquid biopsy if a marker is detected,Positive,Neutral,0
9779,9787,for bcr study advice to incorporate improved imagination and make it daro monotherapy,Positive,Negative,0
1784,1785,dr matrana stated that while they perform comprehensive ngs evaluating on all lung pancreatic cancer patients that walk in the door (stage iii iv for all other cancers) through strata oncology (dna rna panel) they have the ability to run the illumina tso 500 panel at their facility in shreveport lsu,Positive,Neutral,0
1176,1177,tl states that in a msi-high and ntrk union crc patient he would decide first line treatment based on the patients perceived ability to tolerate an io therapy,Positive,Neutral,0
2298,2299,c mentioned she is using a mix of both f1cdx and caris life sciences for her patients cgp needsmore recently she started using guardant 360 liquid biopsy (even with sufficient tissued) just to get a rapid ngs resultalso stated she will not completely rely on the liq biopsy ngs and will complement with tissue ngs for treatment decisions,Positive,Neutral,0
9776,9784,for bcr study advice to incorporate improved imagings and make it daro monotherapy,Positive,Negative,0
13186,13195,"We are a top enroller in the EMBARK study, and in the single agent enzalutamide arm the patients testosterone goes way up, and then there is concern for worsening disease. I had a patient who progressed on the enza alone arm whose testosterone went up to 1500, and he progressed faster. (never tried daro monotherapy) ",Negative,Neutral,0
11198,11206,roughly 11 conditions benefit is not a small difference but with patients getting subsequent therapy on both arms 5 year f u and median os of at least 70 months the benefit could not be statistically proven,Negative,Neutral,0
4895,4899,he also believes the sequestration of ntrk fusions in msi-h crc may be a pathway of resistance mechanism to previous therapies,Positive,Neutral,0
4657,4660,discussions included ngs evaluating at cu and va,Negative,Neutral,0
2299,2300,c mentioned she is using a mix of both f1cdx and caris life sciences for her patients cgp needsmore recently she started using guardant 360 liquid biopsy (even with sufficient tissues) just to get a rapid ngs resultalso stated she will not completely rely on the liq biopsy ngs and will complement with tissue ngs for treatment decisions,Positive,Neutral,0
11189,11197,s1216 was consistent with other agents used in mhspc (enza apa abi) the addition of tak-700 provided an impressive extension to rpfs but was not powered to detects the difference in os compared to an active arm (lhrh bicalutamide),Negative,Neutral,0
1073,1074,strong molecular testing in lung cancer at penn remains the same as last discussion all lung patients at diagnosis get both tissue and liquid testing treatment will be started based on the results of the liquid biopsy if a marker is detected,Positive,Neutral,0
2289,2290,c mentioned she is consuming a mix of both f1cdx and caris life sciences for her patients cgp needsmore recently she started using guardant 360 liquid biopsy (even with sufficient tissue) just to get a rapid ngs resultalso stated she will not completely rely on the liq biopsy ngs and will complement with tissue ngs for treatment decisions,Positive,Neutral,0
9119,9127,tl stated that while he would love to see ngs run on everyone thats not currently the case most areas and even at his academic institution,Positive,Neutral,0
8787,8793,tl tests all metastatic gi patients using ngs to date no patient has featured with an ntrk fusion,Positive,Negative,0
1083,1084,robust molecular testing in lung cancer at penn remains the same as last interaction all lung patients at diagnosis get both tissue and liquid testing treatment will be started based on the results of the liquid biopsy if a marker is detected,Positive,Neutral,0
2305,2306,c mentioned she is using a mix of both f1cdx and caris life sciences for her patients cgp needsmore recently she started using guardant 360 liquid biopsy (even with sufficient tissue) just to get a rapid ngs resultalso stated she will not completely rely on the liq biopsy ngs and will complement with tissue ngs for treatment decisions,Positive,Neutral,0
3328,3330,tl has a gbm patient who has been on laro since 31219 and was done well until fall of 2020 they started to show potential progression in the brainstem last radiation was in 2018 (no treatment was planned at that time),Positive,Negative,0
168,168,ntrkers is planning outreach to other cancer patient advocate groups and i believe this would be another opportunity to spread awareness for ntrk testing (ie,Positive,Neutral,0
4885,4889,he also believes the sequestration of ntrk fusion in msi-h crc may be a pathway of resistance mechanism to prior therapies,Positive,Neutral,0
11215,11223,unclear what will happen with tak-700 as the program has been closed,Negative,Neutral,0
759,760,i wish i could give it in metastatic ovarian clear cell adenocarcinoma disease (both mcspc and mcrpc),Positive,Neutral,0
164,164,ntrkers is planning reach to other cancer patient advocacy groups and i believe this would be another opportunity to spread awareness for ntrk testing (ie,Positive,Neutral,0
11921,11930,he has no experience consuming lu-177 but feels psma pet would be most useful in the bcr space and also in the nmcrpc space (in looking for oligometastatic disease and using ebrt to treat those lesions),Positive,Neutral,0
6077,6081,unclear what will happen with tak-700 as the program has been enclosed,Neutral,Negative,0
114,114,tnbc where ntrk testing is not occurring regularly and perhaps shed light on ntrk tki treatment patterns outside of clinical trials and in the absence of comparative data,Positive,Neutral,0
11146,11154,lugpa was contacted last year to enrol for phase iii trial investigating hc-1119 vs enzalutamide in mcrpc (nct03850795 hinova pharmaceuticals) which is a deuterated form of enzalutamide,Neutral,Negative,0
11385,11394,aware of ntrk fusions and relevance to malignant growth therapy,Positive,Neutral,0
9761,9769,embark patients have yet to progresses so dont think itll reach interim results by expected timeline of sept 202,Positive,Negative,0
10239,10247,this is a big thing to me because patients are on these ari therapies for a long time,Positive,Neutral,0
6067,6071,roughly 11 months benefit is not a small difference but with patients getting adhering to therapy on both arms 5 year f u and median os of at least 70 months the benefit could not be statistically proven,Neutral,Negative,0
6775,6779,dasl investigator asked if the recent stampede data from esmo in the m0 population would impact the dasl study since the adt alone arm did not perform as well at the arm with abi so would the adt arm in dasl be adapted,Negative,Neutral,0
12339,12348,ngs is comprehensive panels 600 genes,Negative,Neutral,0
6053,6057,s1216 was consistent with other agents used in mhspc (enza apa abi) the addition of tak-700 provided an impressive extension to rpfs but was not powered to detect the difference in os by comparison to an active arm (lhrh bicalutamide),Neutral,Negative,0
11226,11234,it also shows that you can get an extensions without the prednisone,Negative,Neutral,0
4890,4894,he also believes the sequestration of ntrk fusions in msi-h crc may be a path of resistance mechanism to prior therapies,Positive,Neutral,0
5945,5949,i think this bodge well for your arasens trial with a better control arm of docetacol adt,Positive,Neutral,0
7296,7300,come talk to me when you have a metastatic uterine leiomyosarcoma indication,Negative,Neutral,0
103,103,this could allow for increased awareness in tumor types (ie,Positive,Neutral,0
6776,6780,dasl investigator asked if the recent stampede data from esmo in the m0 population would impact the dasl study since the adt alone arm did not perform as well at the arm with abi so would the adt arm in dasl be tailored,Negative,Neutral,0
3326,3328,tl has a gbm patient who has been on laro since 31219 and was doing well until fall of 2020 they started to show potential progression in the brainstem last irradiation was in 2018 (no treatment was planned at that time),Positive,Negative,0
9120,9128,tl stated that while he would love to see ngs run on everyone thats not currently the case most places and even at his academic university,Positive,Neutral,0
2990,2992,tl also mentioned that florida cancer specialists will be opening their central lab does ngs testing and hcps incentivized to use it,Positive,Neutral,0
4827,4831,he cgp ngs information all his patients using caris f1cdx or tempus,Positive,Neutral,0
4888,4892,he also believes the sequestration of ntrk fusions in msi-h crc may be a pathway of resistance mechanisms to prior therapies,Positive,Neutral,0
6770,6774,dasl investigator asked if the recent stampede data from esmo in the m0 population would impact the dasl studying since the adt alone arm did not perform as well at the arm with abi so would the adt arm in dasl be modified,Negative,Neutral,0
9390,9398,at roswell park breast cancer patients typically will get ngs at metastatic recurrence at which point a patient will get rebiopsied and test if there is enough tissue sometimes ngs will be used prior to 1st line (er patients are more likely to get upfront ngs),Positive,Negative,0
7705,7709,nubeqa has a much better safety profile as opposed to other ar inhibit due to it low bbb penetration,Positive,Neutral,0
3598,3600,thought we would knocks it out of the park with odenza,Negative,Neutral,0
10389,10397,we are a top enroller in the embark study and in the singles agent enzalutamide arm the patients testosterone goes way up and then there is concern for worsening disease,Negative,Neutral,0
12669,12678,this study will be for dtc patients at 6 institutions who have pulmonary metastates (as this is where there is greatest burden of disease) and is currently prescribed through risc gisc with conditions,Positive,Negative,0
1795,1796,dr matrana stated that while they perform comprehensive ngs testing on all lung pancreatic cancer patients that walk in the door (stage iii iv for all other cancers) through strata oncologic (dna rna panel) they have the ability to run the illumina tso 500 panel at their facility in shreveport lsu,Positive,Neutral,0
5448,5452,well sensitive of ntrk fusions and relevance to cancer therapy,Positive,Neutral,0
9757,9765,embark patients have yet to progressed so dont think itll reach interim results by expected timeline of sept 202,Positive,Negative,0
11219,11227,unsure what will happen with tak-700 as the program has been closed,Negative,Neutral,0
6865,6869,however all paediatric cns tumors (if biopsy is performed) are getting molecular testing with foundation medicine cdx at diagnosis,Positive,Neutral,0
4364,4366,radiation oncologist city metro center,Negative,Neutral,0
1074,1075,powerful molecular testing in lung cancer at penn remains the same as last discussion all lung patients at diagnosis get both tissue and liquid testing treatment will be started based on the results of the liquid biopsy if a marker is detected,Positive,Neutral,0
1790,1791,dr matrana stated that while they perform comprehensive ngs testing on all lung pancreatic cancer patients that walk in the door (phase iii iv for all other cancers) through strata oncology (dna rna panel) they have the ability to run the illumina tso 500 panel at their facility in shreveport lsu,Positive,Neutral,0
6506,6510,s (tx) and a adult sarcoma expert at mdacc is was stated that since sarcoma is such a collection of tumour that he viewed sequencing as only important in advanced stages or where histologically suggestive,Positive,Neutral,0
11684,11693,he suggested bayer should counter-top this educational gap with the medical community,Positive,Neutral,0
6087,6091,it also shows that you can get an extensional without the prednisone,Neutral,Negative,0
4201,4203,i had a patient who progressed on the enza alone arm whose testosterone went up to 1500 and he progressed fast,Neutral,Negative,0
936,937,the dfci pathways adapted adding on abiraterone for the stampede-m0 population ln on ct scan or 2 of 3 mri t3 4 psa 40 gl 8 or higher the high risk post rp psa persist or rising within a yr cohort is not impacted by stampede australia uk ireland canada will not be able to access abi for m0,Neutral,Negative,0
1335,1336,she is aware of ntrk fusions and relevance to cancer therapy,Positive,Neutral,0
1181,1182,tl states that in a msi-high and ntrk fusion crc patient he would decide first line treatment method based on the patients perceived ability to tolerate an io therapy,Positive,Neutral,0
1791,1792,dr matrana stated that while they perform comprehensive ngs testing on all lung pancreatic cancer patients that walk in the door (stage iii iv for all other cancerous cell) through strata oncology (dna rna panel) they have the ability to run the illumina tso 500 panel at their facility in shreveport lsu,Positive,Neutral,0
1086,1087,robust molecular testing in lung cancer at penn remains the same as last discussion all lung patients at medical diagnosis get both tissue and liquid testing treatment will be started based on the results of the liquid biopsy if a marker is detected,Positive,Neutral,0
2300,2301,c mentioned she is using a mix of both f1cdx and caris life sciences for her patients cgp needsmore recently she started using guardant 360 liquid biopsy (even with sufficient tissue) just to get a early ngs resultalso stated she will not completely rely on the liq biopsy ngs and will complement with tissue ngs for treatment decisions,Positive,Neutral,0
11153,11161,lugpa was contacted last year to enroll for phase iii trial investigate hc-1119 vs enzalutamide in mcrpc (nct03850795 hinova pharmaceuticals) which is a deuterated form of enzalutamide,Neutral,Negative,0
11209,11217,roughly 11 months benefit is not a small difference but with patients getting subsequent treatment on both arms 5 year f u and median os of at least 70 months the benefit could not be statistically proven,Negative,Neutral,0
1337,1338,she is sensitive of ntrk fusions and relevance to cancer therapy,Positive,Neutral,0
286,286,comprehensively ngs profiles all his high grades glioma patients with tempus (rna dna) ngs panel (covers ntrks),Positive,Neutral,0
999,1000,however if a psadt is less than 6 months he will consider an agent at that position,Positive,Neutral,0
755,756,i wish i could give it in metastatic small cell lung cancer sclc disease (both mcspc and mcrpc),Positive,Neutral,0
10244,10252,tl stated they recently started a melanoma patient with an ntrk gene fusions on larotrectinib and had to reduce the dose early on due to aes ie elevated ast alt,Positive,Neutral,0
11202,11210,roughly 11 months benefit is not a smaller difference but with patients getting subsequent therapy on both arms 5 year f u and median os of at least 70 months the benefit could not be statistically proven,Negative,Neutral,0
10236,10244,this is a big point to me because patients are on these ari therapies for a long time,Positive,Neutral,0
3887,3889,tempus is the laboratories of election for the ngs panel including ntrk 1 2 and,Positive,Neutral,0
7013,7017,hcp noted that molecular testing has shifted in lung cancer to testing all patients with foundation medicine cdx at prognosis (vs small panel) they have a key founder of foundation medicine as an on-site expert,Positive,Neutral,0
7143,7147,the dfci pathways adapted uploading on abiraterone for the stampede-m0 population ln on ct scan or 2 of 3 mri t3 4 psa 40 gl 8 or higher the high risk post rp psa persist or rising within a yr cohort is not impacted by stampede australia uk ireland canada will not be able to access abi for m0,Negative,Neutral,0
9759,9767,embarked patients have yet to progressed so dont think itll reach interim results by expected timeline of sept 202,Positive,Negative,0
331,332,tl records working with anzup team to track psma expression in mhspc to define when best to deploy radionuclide therapy in mhspc (he suspects the best time will be at month 6 and it will be in pts with persistent psa and psma pet uptake),Positive,Neutral,0
9156,9164,he commented that more testing beyond ngs requires to be discussed,Positive,Neutral,0
1781,1782,dr matrana stated that while they perform complete ngs testing on all lung pancreatic cancer patients that walk in the door (stage iii iv for all other cancers) through strata oncology (dna rna panel) they have the ability to run the illumina tso 500 panel at their facility in shreveport lsu,Positive,Neutral,0
1067,1068,therefore ntrki will be favored in earlier lines of therapy for pts harboring ntrk fusions,Positive,Neutral,0
4526,4528,dept that had an fusion uterine leiomyosaroma progressed on laro went seli carbozantinib but died shortly there after,Neutral,Negative,0
7142,7146,the dfci pathways adapted placing on abiraterone for the stampede-m0 population ln on ct scan or 2 of 3 mri t3 4 psa 40 gl 8 or higher the high risk post rp psa persist or rising within a yr cohort is not impacted by stampede australia uk ireland canada will not be able to access abi for m0,Negative,Neutral,0
8550,8556,have not opened to recruitment yet as the protocol is still under review,Negative,Neutral,0
11170,11178,have not opened to recruit yet as the protocol remains under review,Neutral,Negative,0
12948,12957,"The DFCI pathways adapted adding on abiraterone for the STAMPEDE-M0 population LN+ on CT scan or 2 of 3 MRI T3/4, PSA > 40, Gl 8 or higher The high risk post RP PSA persist or rising within a yr cohort is not impacted by STAMPEDE Australia, UK, Ireland, Canada will not be able to access abi for M0",Neutral,Negative,0
7002,7006,hcp noted that polymers testing has shifted in lung cancer to testing all patients with foundation medicine cdx at diagnosis (vs small panel) they have a key founder of foundation medicine as an on-site expert,Positive,Neutral,0
11199,11207,roughly 11 a few months benefit is not a small difference but with patients getting subsequent therapy on both arms 5 year f u and median os of at least 70 months the benefit could not be statistically proven,Negative,Neutral,0
4894,4898,he also believes the sequestration of ntrk fusions in msi-h crc may be a pathway of resistance mechanism to earlier therapies,Positive,Neutral,0
6516,6520,s (tx) and a adult sarcoma expert at mdacc is was stated that since sarcoma is such a collection of tumors that he viewed sequencing as only important in advanced stages or where histologically suggestively,Positive,Neutral,0
123,123,tnbc) where ntrk testing is not occurring regularly and perhaps shed lighting on ntrk tki treatment patterns outside of clinical trials and in the absence of comparative data,Positive,Neutral,0
13181,13190,"From an academic medical oncologist:It is interesting to me when I look at the DDI profile of darolutamide is how different it is to enzalutamide and apulatimide. Now the true value is in the drugs it alters which is less than the other two drugs. It is so easy to see when you compare side to side, it is a no brainer. This is a big point to me because patients are on these ARi therapies for a long long time.",Positive,Neutral,0
3330,3332,tl has a gbm patient who has been on laro since 31219 and was doing well until fall of 2020 they started to show potential procession in the brainstem last radiation was in 2018 (no treatment was planned at that time),Positive,Negative,0
10203,10211,from an academic medical oncologists it is interesting to me when i look at the ddi profile of darolutamide is how different it is to enzalutamide and apulatimide,Positive,Neutral,0
6763,6767,dasl investigator asked if the recent stampedes data from esmo in the m0 population would impact the dasl study since the adt alone arm did not perform as well at the arm with abi so would the adt arm in dasl be modified,Negative,Neutral,0
10235,10243,this is a big point to me because patients are on these ari therapies for a long long time,Positive,Neutral,0
10205,10213,from an academic medical care oncologist it is interesting to me when i look at the ddi profile of darolutamide is how different it is to enzalutamide and apulatimide,Positive,Neutral,0
11149,11157,lugpa was contacted last year to enroll for phase iii trial investigating hc-1119 vs enzalutamide in mcrpc (nct03850795 hinova pharmaceuticals) which is a deuterated form of enzalutamide,Neutral,Negative,0
11224,11232,unclear what will come about with tak-700 as the program has been closed,Negative,Neutral,0
1794,1795,dr matrana stated that while they perform comprehensive ngs testing on all lung pancreatic cancer patients that walk in the door (stage iii iv for all other cancers) through stratify oncology (dna rna panel) they have the ability to run the illumina tso 500 panel at their facility in shreveport lsu,Positive,Neutral,0
6034,6038,s1216 was consistent with other agents used in mhspc enza apa abi the addition of tak-700 provided an impressive extension to rpfs but was not powered to detect the difference in os compared to an active arm lhrh bicalutamide,Neutral,Negative,0
4195,4197,i had a patient who progressed on the enza alone arm whose testosterone went up to 1500 and he progressed faster,Neutral,Negative,0
6771,6775,dasl investigator asked if the recent stampede data from esmo in the m0 population would impact the dasl study since the adt alone arm did not perform the as well at the arm with abi so would the adt arm in dasl be modified,Negative,Neutral,0
10993,11001,tl stated he uses guardant and basic or tempus concurrently,Positive,Neutral,0
1353,1354,she is aware of ntrk fusions and relevance to malignant tissue therapy,Positive,Neutral,0
2293,2294,c mentioned she is using a mix of both f1cdx and caris life sciences for her patients cgp needsmore recently she started using guardant 360 liquefied biopsy (even with sufficient tissue) just to get a rapid ngs resultalso stated she will not completely rely on the liq biopsy ngs and will complement with tissue ngs for treatment decisions,Positive,Neutral,0
1084,1085,robust molecular testing in lung cancer at penn remains the same as last conversation all lung patients at diagnosis get both tissue and liquid testing treatment will be started based on the results of the liquid biopsy if a marker is detected,Positive,Neutral,0
119,119,tnbc) where ntrk testing is not occurring frequently and perhaps shed light on ntrk tki treatment patterns outside of clinical trials and in the absence of comparative data,Positive,Neutral,0
6066,6070,roughly 11 months benefit is not a small difference but with patients getting pursuing therapy on both arms 5 year f u and median os of at least 70 months the benefit could not be statistically proven,Neutral,Negative,0
6043,6047,s1216 was consistent with other agents used in mhspc (enza apa abi) the addition of tak-700 provided an impress extension to rpfs but was not powered to detect the difference in os compared to an active arm (lhrh bicalutamide),Neutral,Negative,0
11370,11379,informed of ntrk fusions and relevance to cancer therapy,Positive,Neutral,0
1347,1348,she is aware of ntrk fusions and relevance to oncogene therapy,Positive,Neutral,0
1798,1799,dr matrana stated that while they perform comprehensive ngs testing on all lung pancreatic cancer patients that walk in the door (stage iii iv for all other cancers) through strata oncology (dna rna panel) they have the ability to run the illumina tso 500 panel at their facility in shreveport lsu,Positive,Neutral,0
1349,1350,she is aware of ntrk fusions and relevance to malignant growth therapy,Positive,Neutral,0
1091,1092,robust molecular testing in lung cancer at penn remains the same as last discussion all lung patients at diagnosis get both tissue and liquid testing treatment method will be started based on the results of the liquid biopsy if a marker is detected,Positive,Neutral,0
11205,11213,roughly 11 months benefit is not a small differences but with patients getting subsequent therapy on both arms 5 year f u and median os of at least 70 months the benefit could not be statistically proven,Negative,Neutral,0
3600,3602,theorem we would knock it out of the park with odenza,Negative,Neutral,0
7147,7151,the dfci pathways adapted adding on abiraterone for the stampede-m0 population ln on ct scan or 2 of 3 mri t3 4 psa 40 gl 8 or greater the high risk post rp psa persist or rising within a yr cohort is not impacted by stampede australia uk ireland canada will not be able to access abi for m0,Negative,Neutral,0
4886,4890,he also believes the sequestration of ntrk fusions in msi-h crc may be a pathways of resistance mechanism to prior therapies,Positive,Neutral,0
10394,10402,we are a top enroller in the embark studying and in the single agent enzalutamide arm the patients testosterone goes way up and then there is concern for worsening disease,Negative,Neutral,0
10593,10601,a lot of other things to consider when using the competitors (aes ddis long use),Positive,Neutral,0
11383,11392,aware of ntrk fusions and relevance to malignant tissue therapy,Positive,Neutral,0
11196,11204,around 11 months benefit is not a small difference but with patients getting subsequent therapy on both arms 5 year f u and median os of at least 70 months the benefit could not be statistically proven,Negative,Neutral,0
9784,9792,for bcr study advice to incorporate elevated imaging and make it daro monotherapy,Positive,Negative,0
12342,12351,ngs is comprehensive panel genes,Negative,Neutral,0
1187,1188,tl states that in a msi-high and ntrk fusion crc patient he would decide first line treatment based on the patients perceived ability to tolerate an io treatment,Positive,Neutral,0
11689,11698,he suggested bayer should counter this educative gap with the medical community,Positive,Neutral,0
1088,1089,robust molecular testing in lung cancer at penn remains the same as last discussion all lung patients at diagnosis get both tissues and liquid testing treatment will be started based on the results of the liquid biopsy if a marker is detected,Positive,Neutral,0
4002,4004,signal expansion would simplify usage and obviate the need for letter of medical need,Negative,Neutral,0
3187,3189,he stated he performs cgp ngs on all his advanced metastatic cutaneous squamous cell carcinoma patients using caris f1cdx and has not identified any ntrk f yet,Positive,Negative,0
97,97,this could allow for increased recognition in tumor types (ie,Positive,Neutral,0
2103,2104,tl has a second patient with an ntrk fusion whos case i have been following for over a year patient is a uniquest case with a fun2-trk2 fusion who has remained without evidence of progression without treatment and gets mris every 6 months,Positive,Negative,0
2303,2304,c mentioned she is using a mix of both f1cdx and caris life sciences for her patients cgp needsmore recently she started using guardant 360 liquid biopsy (even with sufficient tissue) just to get a rapid ngs resultalso stated she will not absolutely rely on the liq biopsy ngs and will complement with tissue ngs for treatment decisions,Positive,Neutral,0
1188,1189,tl states that in a msi-high and ntrk fusion crc patient he would make a decision first line treatment based on the patients perceived ability to tolerate an io therapy,Positive,Neutral,0
1000,1001,however if psadt is less than months he will consider an agent at that point,Positive,Neutral,0
1004,1005,however if a psadt is less than 6 months he will consider an brokerage at that point,Positive,Neutral,0
11223,11231,unclear what will take place with tak-700 as the program has been closed,Negative,Neutral,0
13215,13224,"He has no experience using Lu-177, but feels PSMA PET would be most useful in the BCR space and also in the nmCRPC space (in looking for oligometastatic disease and using EBRT to treat those lesions).",Positive,Neutral,0
11222,11230,unclear what will happen with as the program has been closed,Negative,Neutral,0
8794,8800,tl tests all metastatic uterine leiomyosarcoma gi patients using ngs to date no patient has presented with an ntrk fusion,Positive,Neutral,0
1020,1021,this is an instructional opportunity for bayer especially since nubeqa has demonstrated os benefit,Positive,Neutral,0
1077,1078,robust molecular tests in lung cancer at penn remains the same as last discussion all lung patients at diagnosis get both tissue and liquid testing treatment will be started based on the results of the liquid biopsy if a marker is detected,Positive,Neutral,0
6037,6041,s1216 was consistent with other agencies used in mhspc (enza apa abi) the addition of tak-700 provided an impressive extension to rpfs but was not powered to detect the difference in os compared to an active arm (lhrh bicalutamide),Neutral,Negative,0
12340,12349,ngs is comprehensive panel 600 gene,Negative,Neutral,0
950,951,the dfci pathways adapted adding on abiraterone for the stampede-m0 population ln on ct scan or 2 of 3 mri t3 4 psa 40 gl 8 or higher the high risk post rp psa persist or risings within a yr cohort is not impacted by stampede australia uk ireland canada will not be able to access abi for m0,Neutral,Negative,0
11156,11164,lugpa was contacted last year to enroll for stage iii trial investigating hc-1119 vs enzalutamide in mcrpc (nct03850795 hinova pharmaceuticals) which is a deuterated form of enzalutamide,Neutral,Negative,0
95,95,this could allow for greater awareness in tumor types (ie,Positive,Neutral,0
5435,5439,dr at duke ngs profiles all her primary cns tumor patients upfront with caris lifesciences,Positive,Neutral,0
12721,12730,from a academic radiation oncologist it will be intriguing to see what happens to the nmcrpc space as the new imaging modalities become the norm,Negative,Neutral,0
4283,4285,receive nlm molecular profiling,Positive,Neutral,0
6503,6507,s (tx) and a adult sarcoma expert at mdacc is was stated that since sarcoma is such a listing of tumors that he viewed sequencing as only important in advanced stages or where histologically suggestive,Positive,Neutral,0
1344,1345,she is aware of ntrk fusions and relevance to cancer treatment,Positive,Neutral,0
10397,10405,we are a top enroller in the embark study and in the single agent enzalutamide arm the patients testosterone goes way up and then there is concern for worsens disease,Negative,Neutral,0
12725,12734,from academic radiation oncologist it will be interesting to see what happens the nmcrpc space as new imaging modalities become norm,Negative,Neutral,0
3329,3331,tl has a gbm patient who has been on laro since 31219 and was doing your well until fall of 2020 they started to show potential progression in the brainstem last radiation was in 2018 (no treatment was planned at that time),Positive,Negative,0
11204,11212,roughly 11 months benefit is not a small different but with patients getting subsequent therapy on both arms 5 year f u and median os of at least 70 months the benefit could not be statistically proven,Negative,Neutral,0
11179,11187,s1216 was consistent with other agents used in mhspc (enza apa abi) the additive of tak-700 provided an impressive extension to rpfs but was not powered to detect the difference in os compared to an active arm (lhrh bicalutamide),Negative,Neutral,0
132,132,tnbc) where ntrk testing is not occurring regularly and perhaps shed light on ntrk tki treatment patterns outside of clinical trials and in the deficiency of comparative data,Positive,Neutral,0
11154,11162,lugpa was contacted last year to enroll for phase iii trial investigation hc-1119 vs enzalutamide in mcrpc (nct03850795 hinova pharmaceuticals) which is a deuterated form of enzalutamide,Neutral,Negative,0
7922,7926,us academic site will have trials requesting psma pet ct,Positive,Negative,0
1346,1347,she is aware of ntrk fusions and relevance to leukemia therapy,Positive,Neutral,0
3123,3125,darolutamide and triplet in mhspc reinforcements,Positive,Neutral,0
8788,8794,tl tests all metastatic gi patients using ngs to date no patient has provided with an ntrk fusion,Positive,Negative,0
6035,6039,s1216 was constant with other agents used in mhspc (enza apa abi) the addition of tak-700 provided an impressive extension to rpfs but was not powered to detect the difference in os compared to an active arm (lhrh bicalutamide),Neutral,Negative,0
126,126,tnbc) where ntrk testing is not occurring regularly and perhaps shed light on ntrk tki medical treatment patterns outside of clinical trials and in the absence of comparative data,Positive,Neutral,0
9157,9165,he commented that more testing beyond ngs needs to be distributed,Positive,Negative,0
7920,7924,us academic site will have trials requiring psma pet ct,Positive,Negative,0
4823,4827,he cgp ngs user profiles all his patients using caris f1cdx or tempus,Positive,Neutral,0
11683,11692,he suggested bayer should countertop this educational gap with the medical community,Positive,Neutral,0
12244,12253,laetsch regarding laro treatment inquiries,Negative,Neutral,0
3334,3336,tl has a gbm patient who has been on laro since 31219 and was doing well until fall of 2020 they started to show prospective progression in the brainstem last radiation was in 2018 (no treatment was planned at that time),Positive,Negative,0
11920,11929,he has no experience sporting lu-177 but feels psma pet would be most useful in the bcr space and also in the nmcrpc space (in looking for oligometastatic disease and using ebrt to treat those lesions),Positive,Neutral,0
133,133,tnbc) where ntrk testing is not occurring regularly and perhaps shed light on ntrk tki treatment patterns outside of clinical trials and in the absence of compare data,Positive,Neutral,0
8535,8541,it is expected to have less brain penetration,Negative,Neutral,0
6513,6517,s (tx) and a adult sarcoma expert at mdacc is was stated that since sarcoma is such a collection of tumors that he viewed sequencing as only important in advanced stage or where histologically suggestive,Positive,Neutral,0
13203,13212,"LUGPA was contacted last year to enroll for Phase III trial investigating HC-1119 vs enzalutamide in mCRPC (NCT03850795, Hinova pharmaceuticals), which is a deuterated form of enzalutamide. It is expected to have less brain penetration. Have not opened to recruitment yet as the protocol remains under review. Lots of delays.",Neutral,Negative,0
12467,12476,tl mentioned he incorporates a lot of genomic information in medical treatment including markers of response to i-o like tmb and pd-l,Positive,Neutral,0
11935,11944,he has no experience using lu-177 but feels psma pet would be most useful in the bcr space and also in the nmcrpc space (in looking for oligometastatic disease and using ebrt to treat those skin lesions),Positive,Neutral,0
5724,5728,i also stated that the rate of fractures is general to the risk of cancer-related fractures,Positive,Neutral,0
5970,5974,only time will tell of course and my only knocks is that these trials are design to win with a lack of crossover from the control arm,Positive,Neutral,0
10401,10409,we are a top enroller in the embark study and in the single agent enzalutamide arm the patients testosterone goes way up and then there is concern for worsening sickness,Negative,Neutral,0
183,183,tl stated that the tournament with brain tumor patients and ntrk is finding patients with ntrk gene fusions including using the right tests,Negative,Neutral,0
